"ID"	"State"	"InitialState"
"MS2010072003"	"S01"	"IS06"
"MS2010072019"	"S01"	"IS06"
"MS2010072024"	"S01"	"IS06"
"MS2010072030"	"S01"	"IS06"
"MS2010072037"	"S01"	"IS06"
"MS2010072040"	"S01"	"IS06"
"MS2010072811"	"S01"	"IS06"
"MS2010072829"	"S01"	"IS06"
"MS2010072834"	"S01"	"IS06"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B03_830732"	"S01"	"IS06"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C01_830810"	"S01"	"IS06"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C06_830812"	"S01"	"IS06"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"S01"	"IS06"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"S01"	"IS06"
"MS2010072004"	"S02"	"IS01"
"MS2010072026"	"S02"	"IS01"
"MS2010072034"	"S02"	"IS01"
"MS2010072828"	"S02"	"IS01"
"MS2010072837"	"S02"	"IS01"
"MS2010072921"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"S02"	"IS01"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"S02"	"IS01"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"S02"	"IS01"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"S02"	"IS01"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"S02"	"IS01"
"MS2010072001"	"S03"	"IS03"
"MS2010072036"	"S03"	"IS03"
"MS2010072831"	"S03"	"IS03"
"MS2010072835"	"S03"	"IS03"
"MS2010072902"	"S03"	"IS03"
"MS2010072917"	"S03"	"IS03"
"MS2010072925"	"S03"	"IS03"
"MS2010072930"	"S03"	"IS03"
"MS2010072932"	"S03"	"IS03"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"S03"	"IS03"
"MS2010072038"	"S04"	"IS02"
"MS2010072827"	"S04"	"IS02"
"MS2010072907"	"S04"	"IS02"
"MS2010072908"	"S04"	"IS02"
"MS2010072912"	"S04"	"IS02"
"MS2010072937"	"S04"	"IS02"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"S04"	"IS02"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"S04"	"IS02"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"S04"	"IS02"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"S04"	"IS02"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B03_841912"	"S04"	"IS02"
"MS2010072023"	"S05"	"IS05"
"MS2010072817"	"S05"	"IS05"
"MS2010072821"	"S05"	"IS05"
"MS2010072838"	"S05"	"IS05"
"MS2010072904"	"S05"	"IS05"
"MS2010072913"	"S05"	"IS05"
"MS2010072916"	"S05"	"IS05"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B02_830752"	"S05"	"IS05"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B07_830666"	"S05"	"IS05"
"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C05_830694"	"S05"	"IS05"
"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"S05"	"IS05"
